scientific_name,state,state_abbreviation,country
Assiminea pecos,New Mexico,NM,United States
Sidalcea pedata,California,CA,United States
Astragalus magdalenae var. peirsonii,California,CA,United States
Ovis canadensis nelsoni,California,CA,United States
Eutrema penlandii,Colorado,CO,United States
Penstemon penlandii,Colorado,CO,United States
Peromyscus polionotus trissyllepsis,Florida,FL,United States
Peromyscus polionotus trissyllepsis,Alabama,AL,United States
Lampsilis abrupta,Mississippi,MS,United States
Lampsilis abrupta,Louisiana,LA,United States
Lampsilis abrupta,Georgia,GA,United States
Lampsilis abrupta,Tennessee,TN,United States
Lampsilis abrupta,Ohio,OH,United States
Lampsilis abrupta,Missouri,MO,United States
Lampsilis abrupta,Virginia,VA,United States
Lampsilis abrupta,Kentucky,KY,United States
Lampsilis abrupta,West Virginia,WV,United States
Lampsilis abrupta,Illinois,IL,United States
Lampsilis abrupta,Alabama,AL,United States
Charadrius melodus,Mississippi,MS,United States
Charadrius melodus,Mississippi,MS,Canada
Charadrius melodus,Michigan,MI,United States
Charadrius melodus,Maryland,MD,Canada
Charadrius melodus,Indiana,IN,Canada
Charadrius melodus,Indiana,IN,United States
Charadrius melodus,North Dakota,ND,Canada
Charadrius melodus,Maryland,MD,United States
Charadrius melodus,New Hampshire,NH,United States
Charadrius melodus,Illinois,IL,Canada
Charadrius melodus,Illinois,IL,United States
Charadrius melodus,Maine,ME,United States
Charadrius melodus,Maine,ME,Canada
Charadrius melodus,Rhode Island,RI,United States
Charadrius melodus,Wyoming,WY,Canada
Charadrius melodus,New Hampshire,NH,Canada
Charadrius melodus,South Dakota,SD,United States
Charadrius melodus,Wyoming,WY,United States
Charadrius melodus,South Dakota,SD,Canada
Charadrius melodus,Virginia,VA,Canada
Charadrius melodus,Pennsylvania,PA,Canada
Charadrius melodus,Pennsylvania,PA,United States
Charadrius melodus,Minnesota,MN,Canada
Charadrius melodus,Minnesota,MN,United States
Charadrius melodus,Wisconsin,WI,Canada
Charadrius melodus,Montana,MT,United States
Charadrius melodus,Ohio,OH,Canada
Charadrius melodus,Wisconsin,WI,United States
Charadrius melodus,Montana,MT,Canada
Charadrius melodus,Texas,TX,United States
Charadrius melodus,Texas,TX,Canada
Charadrius melodus,Virginia,VA,United States
Charadrius melodus,New York,NY,United States
Charadrius melodus,New York,NY,Canada
Charadrius melodus,New Mexico,NM,United States
Charadrius melodus,Nebraska,NE,United States
Charadrius melodus,New Jersey,NJ,United States
Charadrius melodus,New Jersey,NJ,Canada
Charadrius melodus,South Carolina,SC,United States
Charadrius melodus,South Carolina,SC,Canada
Charadrius melodus,Rhode Island,RI,Canada
Charadrius melodus,North Dakota,ND,United States
Charadrius melodus,New Mexico,NM,Canada
Charadrius melodus,New York,NY,United States
Charadrius melodus,New York,NY,Canada
Charadrius melodus,Kansas,KS,United States
Charadrius melodus,Kansas,KS,Canada
Charadrius melodus,North Carolina,NC,United States
Charadrius melodus,North Carolina,NC,Canada
Charadrius melodus,Louisiana,LA,United States
Charadrius melodus,Massachusetts,MA,United States
Charadrius melodus,Nebraska,NE,Canada
Charadrius melodus,Iowa,IA,United States
Charadrius melodus,Massachusetts,MA,Canada
Charadrius melodus,Connecticut,CT,United States
Charadrius melodus,Ohio,OH,United States
Charadrius melodus,Iowa,IA,Canada
Charadrius melodus,Michigan,MI,Canada
Charadrius melodus,Florida,FL,United States
Charadrius melodus,Florida,FL,Canada
Charadrius melodus,Connecticut,CT,Canada
Charadrius melodus,Louisiana,LA,Canada
Charadrius melodus,Georgia,GA,United States
Charadrius melodus,Georgia,GA,Canada
Charadrius melodus,Arkansas,AR,United States
Charadrius melodus,Colorado,CO,United States
Charadrius melodus,Colorado,CO,Canada
Charadrius melodus,Delaware,DE,United States
Charadrius melodus,Delaware,DE,Canada
Charadrius melodus,Alabama,AL,United States
Charadrius melodus,Alabama,AL,Canada
Charadrius melodus,Arkansas,AR,Canada
Charadrius melodus,Oklahoma,OK,United States
Charadrius melodus,Oklahoma,OK,Canada
Cirsium pitcheri,Michigan,MI,United States
Cirsium pitcheri,Wisconsin,WI,Canada
Cirsium pitcheri,Indiana,IN,Canada
Cirsium pitcheri,Indiana,IN,United States
Cirsium pitcheri,Wisconsin,WI,United States
Cirsium pitcheri,Illinois,IL,United States
Cirsium pitcheri,Illinois,IL,Canada
Cirsium pitcheri,Michigan,MI,Canada
Ursus maritimus,Alaska,AK,Canada
Ursus maritimus,Alaska,AK,United States
Ursus maritimus,Alaska,AK,Canada
Ursus maritimus,Alaska,AK,United States
Lindera melissifolia,South Carolina,SC,United States
Lindera melissifolia,Alabama,AL,United States
Lindera melissifolia,Mississippi,MS,United States
Lindera melissifolia,Georgia,GA,United States
Lindera melissifolia,North Carolina,NC,United States
Lindera melissifolia,Missouri,MO,United States
Lindera melissifolia,Arkansas,AR,United States
Lespedeza leptostachya,Minnesota,MN,United States
Lespedeza leptostachya,Illinois,IL,United States
Lespedeza leptostachya,Iowa,IA,United States
Lespedeza leptostachya,Wisconsin,WI,United States
Zapus hudsonius preblei,Colorado,CO,United States
Zapus hudsonius preblei,Wyoming,WY,United States
Epicrates inornatus,Puerto Rico,PR,United States
Epicrates inornatus,Puerto Rico,PR,United States
Peltophryne lemur,Puerto Rico,PR,United States
Peltophryne lemur,Puerto Rico,PR,United States
Peltophryne lemur,Puerto Rico,PR,United States
Caprimulgus noctitherus,Puerto Rico,PR,United States
Amazona vittata,Puerto Rico,PR,United States
Amazona vittata,Puerto Rico,PR,United States
Accipiter striatus venator,Puerto Rico,PR,United States
Atlantea tulita,Puerto Rico,PR,United States
Puma (=Felis) concolor (all subsp. except coryi),Florida,FL,United States
Cicindela puritana,Maryland,MD,United States
Cicindela puritana,Connecticut,CT,United States
Cicindela puritana,Massachusetts,MA,United States
Elliptoideus sloatianus,Georgia,GA,United States
Elliptoideus sloatianus,Florida,FL,United States
Elliptoideus sloatianus,Alabama,AL,United States
Villosa perpurpurea,Tennessee,TN,United States
Villosa perpurpurea,Virginia,VA,United States
Epioblasma obliquata obliquata,Alabama,AL,United States
Epioblasma obliquata obliquata,Kentucky,KY,United States
Epioblasma obliquata obliquata,Tennessee,TN,United States
Epioblasma obliquata obliquata,Ohio,OH,United States
Accipiter gentilis laingi,,,Canada
Euphydryas editha quino (=E. e. wrighti),California,CA,United States
Villosa fabalis,Michigan,MI,United States
Villosa fabalis,West Virginia,WV,United States
Villosa fabalis,Kentucky,KY,Canada
Villosa fabalis,Kentucky,KY,United States
Villosa fabalis,Virginia,VA,Canada
Villosa fabalis,Michigan,MI,Canada
Villosa fabalis,Indiana,IN,United States
Villosa fabalis,Indiana,IN,Canada
Villosa fabalis,Tennessee,TN,United States
Villosa fabalis,Tennessee,TN,Canada
Villosa fabalis,Ohio,OH,United States
Villosa fabalis,Ohio,OH,Canada
Villosa fabalis,New York,NY,United States
Villosa fabalis,New York,NY,Canada
Villosa fabalis,Virginia,VA,United States
Villosa fabalis,Pennsylvania,PA,Canada
Villosa fabalis,Pennsylvania,PA,United States
Villosa fabalis,West Virginia,WV,Canada
Xyrauchen texanus,California,CA,United States
Xyrauchen texanus,Utah,UT,United States
Xyrauchen texanus,Nevada,NV,United States
Xyrauchen texanus,New Mexico,NM,United States
Xyrauchen texanus,Arizona,AZ,United States
Xyrauchen texanus,Colorado,CO,United States
Picoides borealis,Georgia,GA,United States
Picoides borealis,Virginia,VA,United States
Picoides borealis,South Carolina,SC,United States
Picoides borealis,Missouri,MO,United States
Picoides borealis,Alabama,AL,United States
Picoides borealis,Louisiana,LA,United States
Picoides borealis,Arkansas,AR,United States
Picoides borealis,Mississippi,MS,United States
Picoides borealis,Florida,FL,United States
Picoides borealis,North Carolina,NC,United States
Picoides borealis,Oklahoma,OK,United States
Picoides borealis,Texas,TX,United States
Loxia curvirostra,North Carolina,NC,United States
Egretta rufescens,Florida,FL,United States
Phaeognathus hubrichti,Alabama,AL,United States
Calidris canutus rufa,Maryland,MD,United States
Calidris canutus rufa,Alabama,AL,Canada
Calidris canutus rufa,Arkansas,AR,United States
Calidris canutus rufa,Michigan,MI,United States
Calidris canutus rufa,Michigan,MI,Canada
Calidris canutus rufa,Louisiana,LA,United States
Calidris canutus rufa,Louisiana,LA,Canada
Calidris canutus rufa,Rhode Island,RI,United States
Calidris canutus rufa,Rhode Island,RI,Canada
Calidris canutus rufa,Montana,MT,United States
Calidris canutus rufa,Montana,MT,Canada
Calidris canutus rufa,North Carolina,NC,United States
Calidris canutus rufa,North Carolina,NC,Canada
Calidris canutus rufa,Indiana,IN,United States
Calidris canutus rufa,Indiana,IN,Canada
Calidris canutus rufa,Illinois,IL,Canada
Calidris canutus rufa,Florida,FL,United States
Calidris canutus rufa,Florida,FL,Canada
Calidris canutus rufa,Mississippi,MS,United States
Calidris canutus rufa,Mississippi,MS,Canada
Calidris canutus rufa,Oklahoma,OK,Canada
Calidris canutus rufa,Delaware,DE,United States
Calidris canutus rufa,Delaware,DE,Canada
Calidris canutus rufa,West Virginia,WV,United States
Calidris canutus rufa,West Virginia,WV,Canada
Calidris canutus rufa,Alabama,AL,United States
Calidris canutus rufa,Nebraska,NE,Canada
Calidris canutus rufa,Illinois,IL,United States
Calidris canutus rufa,North Dakota,ND,Canada
Calidris canutus rufa,North Dakota,ND,United States
Calidris canutus rufa,Connecticut,CT,Canada
Calidris canutus rufa,Arkansas,AR,Canada
Calidris canutus rufa,Virginia,VA,United States
Calidris canutus rufa,Kansas,KS,Canada
Calidris canutus rufa,Kansas,KS,United States
Calidris canutus rufa,Ohio,OH,Canada
Calidris canutus rufa,Ohio,OH,United States
Calidris canutus rufa,Georgia,GA,Canada
Calidris canutus rufa,Massachusetts,MA,Canada
Calidris canutus rufa,Massachusetts,MA,United States
Calidris canutus rufa,New York,NY,Canada
Calidris canutus rufa,New York,NY,United States
Calidris canutus rufa,Virginia,VA,Canada
Calidris canutus rufa,New Hampshire,NH,Canada
Calidris canutus rufa,New Jersey,NJ,Canada
Calidris canutus rufa,Wisconsin,WI,United States
Calidris canutus rufa,Wisconsin,WI,Canada
Calidris canutus rufa,Texas,TX,United States
Calidris canutus rufa,Texas,TX,Canada
Calidris canutus rufa,Missouri,MO,United States
Calidris canutus rufa,New Hampshire,NH,United States
Calidris canutus rufa,Missouri,MO,Canada
Calidris canutus rufa,Maryland,MD,Canada
Calidris canutus rufa,Pennsylvania,PA,United States
Calidris canutus rufa,Pennsylvania,PA,Canada
Calidris canutus rufa,Oklahoma,OK,United States
Calidris canutus rufa,Minnesota,MN,United States
Calidris canutus rufa,Minnesota,MN,Canada
Calidris canutus rufa,South Carolina,SC,United States
Calidris canutus rufa,South Carolina,SC,Canada
Calidris canutus rufa,New Jersey,NJ,United States
Calidris canutus rufa,Connecticut,CT,United States
Calidris canutus rufa,Nebraska,NE,United States
Calidris canutus rufa,Georgia,GA,United States
Calidris canutus rufa,South Dakota,SD,Canada
Calidris canutus rufa,South Dakota,SD,United States
Calidris canutus rufa,Maine,ME,Canada
Calidris canutus rufa,Maine,ME,United States
Rissa brevirostris,Alaska,AK,United States
Canis rufus,Florida,FL,United States
Canis rufus,Florida,FL,United States
Trillium reliquum,South Carolina,SC,United States
Trillium reliquum,South Carolina,SC,United States
Trillium reliquum,Alabama,AL,United States
Trillium reliquum,Alabama,AL,United States
Trillium reliquum,Georgia,GA,United States
Trillium reliquum,Alabama,AL,United States
Trillium reliquum,Georgia,GA,United States
Trillium reliquum,South Carolina,SC,United States
Trillium reliquum,Georgia,GA,United States
Obovaria retusa,Kentucky,KY,United States
Obovaria retusa,Tennessee,TN,United States
Obovaria retusa,Alabama,AL,United States
Hybognathus amarus,New Mexico,NM,United States
Hybognathus amarus,Texas,TX,United States
Sylvilagus bachmani riparius,California,CA,United States
Neotoma fuscipes riparia,California,CA,United States
Sterna dougallii dougallii,Virginia,VA,United States
Sterna dougallii dougallii,New Jersey,NJ,Canada
Sterna dougallii dougallii,New Jersey,NJ,United States
Sterna dougallii dougallii,New Hampshire,NH,Canada
Sterna dougallii dougallii,North Carolina,NC,United States
Sterna dougallii dougallii,Massachusetts,MA,United States
Sterna dougallii dougallii,New York,NY,Canada
Sterna dougallii dougallii,North Carolina,NC,Canada
Sterna dougallii dougallii,Virgin Islands,VI,United States
Sterna dougallii dougallii,Puerto Rico,PR,United States
Sterna dougallii dougallii,Rhode Island,RI,United States
Sterna dougallii dougallii,Rhode Island,RI,Canada
Sterna dougallii dougallii,New York,NY,United States
Sterna dougallii dougallii,Virginia,VA,Canada
Sterna dougallii dougallii,Connecticut,CT,United States
Sterna dougallii dougallii,Florida,FL,United States
Sterna dougallii dougallii,Massachusetts,MA,Canada
Sterna dougallii dougallii,Maine,ME,Canada
Sterna dougallii dougallii,Maine,ME,United States
Sterna dougallii dougallii,New Hampshire,NH,United States
Sterna dougallii dougallii,Connecticut,CT,Canada
Pyrgulopsis roswellensis,New Mexico,NM,United States
Lysimachia asperulaefolia,South Carolina,SC,United States
Lysimachia asperulaefolia,North Carolina,NC,United States
Pleurobema plenum,Virginia,VA,United States
Pleurobema plenum,Alabama,AL,United States
Pleurobema plenum,Indiana,IN,United States
Pleurobema plenum,Tennessee,TN,United States
Pleurobema plenum,Kentucky,KY,United States
Plagiobothrys hirtus,Oregon,OR,United States
Plagiobothrys hirtus,Oregon,OR,United States
Neofiber alleni,Florida,FL,United States
Oxyura jamaicensis jamaicensis,Puerto Rico,PR,United States
Oxyura jamaicensis jamaicensis,Virgin Islands,VI,United States
Trifolium stoloniferum,Kentucky,KY,United States
Trifolium stoloniferum,Arkansas,AR,United States
Trifolium stoloniferum,Missouri,MO,United States
Trifolium stoloniferum,West Virginia,WV,United States
Trifolium stoloniferum,Pennsylvania,PA,United States
Trifolium stoloniferum,Indiana,IN,United States
Trifolium stoloniferum,Ohio,OH,United States
Etheostoma phytophilum,Alabama,AL,United States
Bombus affinis,Virginia,VA,United States
Bombus affinis,Massachusetts,MA,United States
Bombus affinis,Illinois,IL,United States
Bombus affinis,Wisconsin,WI,United States
Bombus affinis,Ohio,OH,United States
Bombus affinis,West Virginia,WV,United States
Bombus affinis,Indiana,IN,United States
Bombus affinis,Iowa,IA,United States
Bombus affinis,Minnesota,MN,United States
Bombus affinis,Maine,ME,United States
Eurycea chisholmensis,Texas,TX,United States
Eurycea chisholmensis,Texas,TX,United States
Cordylanthus maritimus ssp. maritimus,California,CA,United States
Ammospiza caudacuta,South Carolina,SC,United States
Crocodylus porosus,Palau,PW,United States
Dipodomys merriami parvus,California,CA,United States
Callophrys mossii bayensis,California,CA,United States
Ambrosia pumila,California,CA,United States
Lepus californicus bennettii,California,CA,United States
Eryngium aristulatum var. parishii,California,CA,United States
Branchinecta sandiegonensis,California,CA,United States
Pogogyne abramsii,California,CA,United States
Acanthomintha ilicifolia,California,CA,United States
Neoseps reynoldsi,Florida,FL,United States
Vulpes macrotis mutica,California,CA,United States
Eurycea nana,Texas,TX,United States
Eurycea nana,Texas,TX,United States
Catostomus santaanae,California,CA,United States
Melospiza melodia graminea,California,CA,United States
Dudleya cymosa ssp. ovatifolia,California,CA,United States
Dudleya cymosa ssp. ovatifolia,California,CA,United States
Amaranthus pumilus,Maryland,MD,United States
Amaranthus pumilus,New York,NY,United States
Amaranthus pumilus,Virginia,VA,United States
Amaranthus pumilus,South Carolina,SC,United States
Amaranthus pumilus,New Jersey,NJ,United States
Amaranthus pumilus,North Carolina,NC,United States
Amaranthus pumilus,Delaware,DE,United States
Amaranthus pumilus,Massachusetts,MA,United States
Accipiter striatus,California,CA,United States
Plethobasus cyphyus,West Virginia,WV,United States
Plethobasus cyphyus,Minnesota,MN,United States
Plethobasus cyphyus,Pennsylvania,PA,United States
Plethobasus cyphyus,Pennsylvania,PA,United States
Plethobasus cyphyus,Minnesota,MN,United States
Plethobasus cyphyus,Iowa,IA,United States
Plethobasus cyphyus,Iowa,IA,United States
Plethobasus cyphyus,Mississippi,MS,United States
Plethobasus cyphyus,Tennessee,TN,United States
Plethobasus cyphyus,Tennessee,TN,United States
Plethobasus cyphyus,Alabama,AL,United States
Plethobasus cyphyus,Alabama,AL,United States
Plethobasus cyphyus,Indiana,IN,United States
Plethobasus cyphyus,West Virginia,WV,United States
Plethobasus cyphyus,Kentucky,KY,United States
Plethobasus cyphyus,Indiana,IN,United States
Plethobasus cyphyus,Virginia,VA,United States
Plethobasus cyphyus,Wisconsin,WI,United States
Plethobasus cyphyus,Wisconsin,WI,United States
Plethobasus cyphyus,Missouri,MO,United States
Plethobasus cyphyus,Missouri,MO,United States
Plethobasus cyphyus,Kentucky,KY,United States
Plethobasus cyphyus,Virginia,VA,United States
Plethobasus cyphyus,Mississippi,MS,United States
Plethobasus cyphyus,Illinois,IL,United States
Plethobasus cyphyus,Illinois,IL,United States
Plethobasus cyphyus,Ohio,OH,United States
Plethobasus cyphyus,Ohio,OH,United States
Plethodon shenandoah,Virginia,VA,United States
Fusconaia cor,Tennessee,TN,United States
Fusconaia cor,Alabama,AL,United States
Fusconaia cor,Virginia,VA,United States
Lampsilis subangulata,Alabama,AL,United States
Lampsilis subangulata,Georgia,GA,United States
Lampsilis subangulata,Florida,FL,United States
Chasmistes brevirostris,Oregon,OR,United States
Chasmistes brevirostris,California,CA,United States
Solidago shortii,Kentucky,KY,United States
Solidago shortii,Indiana,IN,United States
Phoebastria (=Diomedea) albatrus,California,CA,United States
Phoebastria (=Diomedea) albatrus,California,CA,United States
Phoebastria (=Diomedea) albatrus,Washington,WA,United States
Phoebastria (=Diomedea) albatrus,Washington,WA,United States
Phoebastria (=Diomedea) albatrus,Oregon,OR,United States
Phoebastria (=Diomedea) albatrus,Oregon,OR,United States
Phoebastria (=Diomedea) albatrus,Alaska,AK,United States
Phoebastria (=Diomedea) albatrus,Alaska,AK,United States
Phoebastria (=Diomedea) albatrus,Hawaii,HI,United States
Phoebastria (=Diomedea) albatrus,Hawaii,HI,United States
Trifolium amoenum,California,CA,United States
Ovis canadensis sierrae,California,CA,United States
Pleuronaia dolabelloides,North Carolina,NC,United States
Pleuronaia dolabelloides,Alabama,AL,United States
Pleuronaia dolabelloides,Mississippi,MS,United States
Pleuronaia dolabelloides,Kentucky,KY,United States
Pleuronaia dolabelloides,Virginia,VA,United States
Pleuronaia dolabelloides,Tennessee,TN,United States
Erimystax cahni,Tennessee,TN,United States
Erimystax cahni,Virginia,VA,United States
Coryphantha sneedii var. sneedii,New Mexico,NM,United States
Coryphantha sneedii var. sneedii,Texas,TX,United States
Melospiza melodia maxillaris,California,CA,United States
Melospiza melodia pusillula,California,CA,United States
Melospiza melodia samuelis,California,CA,United States
Gila ditaenia,Arizona,AZ,United States
Antilocapra americana sonoriensis,Arizona,AZ,United States
Falco sparverius paulus,Florida,FL,United States
Peromyscus polionotus niveiventris,Florida,FL,United States
Pleurobema decisum,Mississippi,MS,United States
Pleurobema decisum,Georgia,GA,United States
Pleurobema decisum,Alabama,AL,United States
Pleurobema decisum,Tennessee,TN,United States
Epioblasma penita,Alabama,AL,United States
Epioblasma penita,Mississippi,MS,United States
Eriogonum kennedyi var. austromontanum,California,CA,United States
Pleurobema georgianum,Georgia,GA,United States
Pleurobema georgianum,Alabama,AL,United States
Pleurobema georgianum,Tennessee,TN,United States
Hamiota australis,Florida,FL,United States
Hamiota australis,Alabama,AL,United States
Enhydra lutris nereis,California,CA,United States
Empidonax traillii extimus,California,CA,United States
Empidonax traillii extimus,Utah,UT,United States
Empidonax traillii extimus,Nevada,NV,United States
Empidonax traillii extimus,New Mexico,NM,United States
Empidonax traillii extimus,Texas,TX,United States
Empidonax traillii extimus,Arizona,AZ,United States
Empidonax traillii extimus,Colorado,CO,United States
Somateria fischeri,Alaska,AK,United States
Pipilo maculatus clementae,California,CA,United States
Geum radiatum,North Carolina,NC,United States
Geum radiatum,Tennessee,TN,United States
Navarretia fossalis,California,CA,United States
Navarretia fossalis,California,CA,United States
Centaurium namophilum,Nevada,NV,United States
Centaurium namophilum,Nevada,NV,United States
Ameiva polops,Virgin Islands,VI,United States
Polysticta stelleri,Alaska,AK,United States
Polysticta stelleri,Alaska,AK,United States
Dipodomys stephensi (incl. D. cascus),California,CA,United States
Faxonius quadruncus,Missouri,MO,United States
Eremophila alpestris strigata,Washington,WA,United States
Eremophila alpestris strigata,Oregon,OR,United States
Medionidus walkeri,Georgia,GA,United States
Medionidus walkeri,Florida,FL,United States
Helonias bullata,Maryland,MD,United States
Helonias bullata,New Jersey,NJ,United States
Helonias bullata,Virginia,VA,United States
Helonias bullata,Georgia,GA,United States
Helonias bullata,North Carolina,NC,United States
Helonias bullata,Delaware,DE,United States
Helonias bullata,South Carolina,SC,United States
Epioblasma florentina walkeri (=E. walkeri),West Virginia,WV,United States
Epioblasma florentina walkeri (=E. walkeri),Kentucky,KY,United States
Epioblasma florentina walkeri (=E. walkeri),Virginia,VA,United States
Epioblasma florentina walkeri (=E. walkeri),Tennessee,TN,United States
Elliptio steinstansana,North Carolina,NC,United States
Euphydryas editha taylori,Washington,WA,United States
Euphydryas editha taylori,Oregon,OR,United States
Euphorbia telephioides,Florida,FL,United States
Euphorbia telephioides,Florida,FL,United States
Typhlomolge rathbuni,Texas,TX,United States
Typhlomolge rathbuni,Texas,TX,United States
Zizania texana,Texas,TX,United States
Brodiaea filifolia,California,CA,United States
Brodiaea filifolia,California,CA,United States
Pyrgulopsis trivialis,Arizona,AZ,United States
Sclerocactus brevihamatus ssp. tobuschii,Texas,TX,United States
Notropis topeka (=tristis),Iowa,IA,United States
Notropis topeka (=tristis),South Dakota,SD,United States
Notropis topeka (=tristis),Nebraska,NE,United States
Notropis topeka (=tristis),Nebraska,NE,United States
Notropis topeka (=tristis),Missouri,MO,United States
Notropis topeka (=tristis),Missouri,MO,United States
Notropis topeka (=tristis),Kansas,KS,United States
Notropis topeka (=tristis),Kansas,KS,United States
Notropis topeka (=tristis),Minnesota,MN,United States
Notropis topeka (=tristis),Minnesota,MN,United States
Notropis topeka (=tristis),Iowa,IA,United States
Notropis topeka (=tristis),South Dakota,SD,United States
Gasterosteus aculeatus williamsoni,California,CA,United States
Eugenia haematocarpa,Puerto Rico,PR,United States
Buxus vahlii,Puerto Rico,PR,United States
Buxus vahlii,Virgin Islands,VI,United States
Desmocerus californicus dimorphus,California,CA,United States
Corynorhinus (=Plecotus) townsendii virginianus,North Carolina,NC,United States
Corynorhinus (=Plecotus) townsendii virginianus,Virginia,VA,United States
Corynorhinus (=Plecotus) townsendii virginianus,West Virginia,WV,United States
Corynorhinus (=Plecotus) townsendii virginianus,Tennessee,TN,United States
Corynorhinus (=Plecotus) townsendii virginianus,Kentucky,KY,United States
Betula uber,Virginia,VA,United States
Betula uber,Virginia,VA,United States
Betula uber,Virginia,VA,United States
Betula uber,Virginia,VA,United States
Chilabothrus granti,Puerto Rico,PR,United States
Chilabothrus granti,Puerto Rico,PR,United States
Chilabothrus granti,Virgin Islands,VI,United States
Chilabothrus granti,Virgin Islands,VI,United States
Athene cunicularia ssp. hypugaea,Colorado,CO,United States
Athene cunicularia ssp. hypugaea,Colorado,CO,Canada
Platanthera praeclara,North Dakota,ND,Canada
Platanthera praeclara,South Dakota,SD,Canada
Platanthera praeclara,South Dakota,SD,Canada
Platanthera praeclara,Kansas,KS,United States
Platanthera praeclara,Kansas,KS,United States
Platanthera praeclara,Kansas,KS,Canada
Platanthera praeclara,Kansas,KS,Canada
Platanthera praeclara,Missouri,MO,United States
Platanthera praeclara,Missouri,MO,United States
Platanthera praeclara,Missouri,MO,Canada
Platanthera praeclara,Missouri,MO,Canada
Platanthera praeclara,Minnesota,MN,United States
Platanthera praeclara,Minnesota,MN,United States
Platanthera praeclara,Minnesota,MN,Canada
Platanthera praeclara,Minnesota,MN,Canada
Platanthera praeclara,North Dakota,ND,United States
Platanthera praeclara,North Dakota,ND,United States
Platanthera praeclara,North Dakota,ND,Canada
Platanthera praeclara,Colorado,CO,United States
Platanthera praeclara,Colorado,CO,United States
Platanthera praeclara,Colorado,CO,Canada
Platanthera praeclara,Colorado,CO,Canada
Platanthera praeclara,Wyoming,WY,United States
Platanthera praeclara,Wyoming,WY,United States
Platanthera praeclara,Wyoming,WY,Canada
Platanthera praeclara,Wyoming,WY,Canada
Platanthera praeclara,Iowa,IA,United States
Platanthera praeclara,Iowa,IA,United States
Platanthera praeclara,Iowa,IA,Canada
Platanthera praeclara,Iowa,IA,Canada
Platanthera praeclara,Nebraska,NE,United States
Platanthera praeclara,Nebraska,NE,United States
Platanthera praeclara,Nebraska,NE,Canada
Platanthera praeclara,Nebraska,NE,Canada
Platanthera praeclara,South Dakota,SD,United States
Platanthera praeclara,South Dakota,SD,United States
Charadrius nivosus nivosus,California,CA,United States
Charadrius nivosus nivosus,Washington,WA,United States
Charadrius nivosus nivosus,Oregon,OR,United States
Trichechus manatus,Virginia,VA,United States
Trichechus manatus,Florida,FL,United States
Trichechus manatus,North Carolina,NC,United States
Trichechus manatus,Louisiana,LA,United States
Trichechus manatus,Alabama,AL,United States
Trichechus manatus,Georgia,GA,United States
Trichechus manatus,Mississippi,MS,United States
Trichechus manatus,South Carolina,SC,United States
Trichechus manatus,New Jersey,NJ,United States
Trichechus manatus,Puerto Rico,PR,United States
Trichechus manatus,Texas,TX,United States
Trichechus manatus,Delaware,DE,United States
Trichechus manatus,Maryland,MD,United States
Dendrocygna arborea,Puerto Rico,PR,United States
Dendrocygna arborea,Virgin Islands,VI,United States
Epioblasma obliquata perobliqua,Ohio,OH,United States
Epioblasma obliquata perobliqua,Indiana,IN,United States
Patagioenas leucocephala,Florida,FL,United States
Plegadis chihi,Colorado,CO,United States
Platanthera integrilabia,Mississippi,MS,United States
Platanthera integrilabia,Tennessee,TN,United States
Platanthera integrilabia,Georgia,GA,United States
Platanthera integrilabia,Alabama,AL,United States
Platanthera integrilabia,South Carolina,SC,United States
Platanthera integrilabia,Kentucky,KY,United States
Acipenser transmontanus,Idaho,ID,United States
Acipenser transmontanus,Montana,MT,United States
Acipenser transmontanus,Montana,MT,Canada
Acipenser transmontanus,Idaho,ID,Canada
Grus americana,Kansas,KS,United States
Grus americana,Nebraska,NE,Canada
Grus americana,Wisconsin,WI,United States
Grus americana,Wisconsin,WI,Canada
Grus americana,Kansas,KS,Canada
Grus americana,Texas,TX,United States
Grus americana,Texas,TX,Canada
Grus americana,Oklahoma,OK,United States
Grus americana,Oklahoma,OK,Canada
Grus americana,North Dakota,ND,United States
Grus americana,North Dakota,ND,Canada
Grus americana,Montana,MT,United States
Grus americana,Montana,MT,Canada
Grus americana,South Dakota,SD,United States
Grus americana,South Dakota,SD,Canada
Grus americana,Nebraska,NE,United States
Monardella viminea,California,CA,United States
Quadrula fragosa,Minnesota,MN,United States
Quadrula fragosa,Tennessee,TN,United States
Quadrula fragosa,Arkansas,AR,United States
Quadrula fragosa,Missouri,MO,United States
Quadrula fragosa,Oklahoma,OK,United States
Quadrula fragosa,Oklahoma,OK,United States
Quadrula fragosa,Minnesota,MN,United States
Quadrula fragosa,Arkansas,AR,United States
Quadrula fragosa,Wisconsin,WI,United States
Quadrula fragosa,Tennessee,TN,United States
Quadrula fragosa,Missouri,MO,United States
Quadrula fragosa,Wisconsin,WI,United States
Bison bison athabascae,Alaska,AK,United States
Bison bison athabascae,Alaska,AK,Canada
Rangifer tarandus caribou,Washington,WA,United States
Rangifer tarandus caribou,Washington,WA,Canada
Rangifer tarandus caribou,Idaho,ID,United States
Rangifer tarandus caribou,Idaho,ID,Canada
Mycteria americana,South Carolina,SC,United States
Mycteria americana,Georgia,GA,United States
Mycteria americana,Georgia,GA,United States
Mycteria americana,Georgia,GA,United States
Mycteria americana,Alabama,AL,United States
Mycteria americana,Alabama,AL,United States
Mycteria americana,Alabama,AL,United States
Mycteria americana,North Carolina,NC,United States
