common_name,scientific_name,species_group,esa_status,foreign_or_domestic,country
Ivory Gull,Pagophila eburnea,Birds,Species of Concern,Domestic,
Jaguar,Panthera onca,Mammals,Endangered,Both Domestic and Foreign,Mexico
Jaguar,Panthera onca,Mammals,Endangered,Both Domestic and Foreign,United States
James spinymussel,Pleurobema collina,Clams,Endangered,Domestic,United States
Japanese Crane,Grus japonensis,Birds,Endangered,Foreign,South Korea
Japanese Crane,Grus japonensis,Birds,Endangered,Foreign,China
Japanese Crane,Grus japonensis,Birds,Endangered,Foreign,North Korea
Japanese Crane,Grus japonensis,Birds,Endangered,Foreign,Japan
Japanese giant salamander,Andrias japonicus (=davidianus j.),Amphibians,Endangered,Foreign,Japan
Japanese macaque,Macaca fuscata,Mammals,Threatened,Foreign,Japan
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,Myanmar (Burma)
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,Malaysia
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,India
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,Thailand
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,Indonesia
Javan rhinoceros,Rhinoceros sondaicus,Mammals,Endangered,Foreign,Bangladesh
Jollyville Plateau Salamander,Eurycea tonkawae,Amphibians,Threatened,Domestic,United States
June sucker,Chasmistes liorus,Fishes,Endangered,Domestic,United States
Kagu,Rhynochetos jubatus,Birds,Endangered,Foreign,New Caledonia
Kakapo,Strigops habroptilus,Birds,Endangered,Foreign,New Zealand
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Canada
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,United States
Kauai cave wolf or pe'e pe'e maka 'ole spider,Adelocosa anops,Arachnids,Endangered,Domestic,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Mexico
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,United States
Kentucky Warbler,Oporornis formosus,Birds,Species of Concern,Domestic,
Key deer,Odocoileus virginianus clavium,Mammals,Endangered,Domestic,United States
Key Largo woodrat,Neotoma floridana smalli,Mammals,Endangered,Domestic,United States
Killer whale,Orcinus orca,Mammals,Endangered,Both Domestic and Foreign,
Kincaid's Lupine,Lupinus sulphureus ssp. kincaidii,Flowering Plants,Threatened,Domestic,United States
King Rail,Rallus elegans,Birds,Species of Concern,Domestic,
Knowlton's cactus,Pediocactus knowltonii,Flowering Plants,Endangered,Domestic,United States
Koala,Phascolarctos cinereus,Mammals,Threatened,Foreign,Australia
Kokako (wattlebird),Callaeas cinerea,Birds,Endangered,Foreign,New Zealand
Koster's springsnail,Juturnia kosteri,Snails,Endangered,Domestic,United States
Kuenzler hedgehog cactus,Echinocereus fendleri var. kuenzleri,Flowering Plants,Threatened,Domestic,United States
Laguna Beach liveforever,Dudleya stolonifera,Flowering Plants,Threatened,Domestic,United States
Laguna Mountains skipper,Pyrgus ruralis lagunae,Insects,Endangered,Domestic,United States
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened,Domestic,United States
Lange's metalmark butterfly,Apodemia mormo langei,Insects,Endangered,Domestic,United States
Large-flowered woolly meadowfoam,Limnanthes pumila ssp. grandiflora,Flowering Plants,Endangered,Domestic,United States
Lark Bunting,Calamospiza melanocorys,Birds,Species of Concern,Domestic,
Laughing gull,larus atricilla,Birds,Species of Concern,Domestic,United States
Laurel dace,Chrosomus saylori,Fishes,Endangered,Domestic,United States
Lawrence's Goldfinch,Carduelis lawrencei,Birds,Species of Concern,Domestic,
Laysan Albatross,Phoebastria immutabilis,Birds,Species of Concern,Domestic,
Laysan duck,Anas laysanensis,Birds,Endangered,Domestic,United States
Laysan finch (honeycreeper),Telespyza cantans,Birds,Endangered,Domestic,United States
Leach's Storm-Petrel,Oceanodroma leucorhoa,Birds,Species of Concern,Domestic,
Leadbeater's Possum,Gymnobelideus leadbeateri,Mammals,Endangered,Foreign,Australia
Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered,Both Domestic and Foreign,Mexico
Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered,Both Domestic and Foreign,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,Mexico
Least Storm-Petrel,Oceanodroma microsoma,Birds,Species of Concern,Domestic,
Least tern,Sterna antillarum,Birds,Species of Concern,Domestic,
Least tern,Sterna antillarum,Birds,Endangered,Domestic,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Thailand
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Indonesia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Costa Rica
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Bahrain
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Guyana
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Grenada
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,U.S. Pacific Outlying Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Turks and Caicos Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,India
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,British Virgin Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,American Samoa
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Australia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Saint Vincent and the Grenadines
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Taiwan
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Trinidad and Tobago
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Antigua and Barbuda
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Liberia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Ghana
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Barbados
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Saint Kitts and Nevis
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Ivory Coast
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Fiji
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Angola
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Northern Mariana Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Senegal
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Mexico
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Malaysia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,China
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Guam
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Cayman Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,El Salvador
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Gabon
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Peru
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Solomon Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Eritrea
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Portugal
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Vanuatu
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Puerto Rico
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Ecuador
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Brazil
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,South Africa
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Panama
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Argentina
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Togo
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Dominica
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,U.S. Virgin Islands
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Dominican Republic
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Venezuela
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Mozambique
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Guadeloupe
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Guatemala
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Nicaragua
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Chile
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Martinique
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Philippines
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Sri Lanka
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Suriname
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Palau
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,New Zealand
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Colombia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Haiti
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Cuba
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Netherlands Antilles
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Saint Lucia
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Honduras
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Albania
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Mauritania
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Papua New Guinea
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Sao Tome and Principe
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Italy
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Congo
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Montserrat
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,French Guiana
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Jamaica
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Aruba
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Canada
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Bahamas
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Benin
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Myanmar (Burma)
Le Conte's Sparrow,Ammodramus leconteii,Birds,Species of Concern,Domestic,
Le Conte's thrasher,toxostoma lecontei,Birds,Species of Concern,Domestic,
Lee pincushion cactus,Coryphantha sneedii var. leei,Flowering Plants,Threatened,Domestic,United States
Lemurs,"Lemuridae (incl. genera Lemur, Phaner, Hapalemur, Lepilemur, Microcebus, Allocebus, Cheirogaleus, Varecia)",Mammals,Endangered,Foreign,Madagascar
Leon Springs pupfish,Cyprinodon bovinus,Fishes,Endangered,Domestic,United States
Leopard,Panthera pardus,Mammals,Endangered,Foreign,
Leopard,Panthera pardus,Mammals,Threatened,Foreign,
Leopard cat,Prionailurus (=Felis) bengalensis bengalensis,Mammals,Endangered,Foreign,India
Lesser scaup,Aythya affinis,Birds,Species of Concern,Domestic,
Lesser Yellowlegs,Tringa flavipes,Birds,Species of Concern,Domestic,
Lewis's Woodpecker,Melanerpes lewis,Birds,Species of Concern,Domestic,
Light-footed clapper rail,Rallus longirostris levipes,Birds,Endangered,Both Domestic and Foreign,United States
Limpkin,Aramus guarauna,Birds,Species of Concern,Domestic,
Lion,Panthera leo ssp. leo,Mammals,Endangered,Foreign,
Lion-tailed macaque,Macaca silenus,Mammals,Endangered,Foreign,India
Little amphianthus,Amphianthus pusillus,Flowering Plants,Threatened,Domestic,United States
Little blue macaw,Cyanopsitta spixii,Birds,Endangered,Foreign,Brazil
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Foreign,
Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered,Foreign,
Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered,Both Domestic and Foreign,United States
Loggerhead Shrike,Lanius ludovicianus,Birds,Species of Concern,Domestic,
Long-eared owl,asio otus,Birds,Species of Concern,Domestic,
Long-tailed ground roller,Uratelornis chimaera,Birds,Endangered,Foreign,Madagascar
Lord Howe wood rail,Gallirallus (=Tricholimnas) sylvestris,Birds,Endangered,Foreign,Australia
Lost River sucker,Deltistes luxatus,Fishes,Endangered,Domestic,United States
Louisiana pearlshell,Margaritifera hembeli,Clams,Threatened,Domestic,United States
Louisiana pinesnake,Pituophis ruthveni,Reptiles,Threatened,Domestic,United States
Louisiana quillwort,Isoetes louisianensis,Ferns and Allies,Endangered,Domestic,United States
Lower Keys marsh rabbit,Sylvilagus palustris hefneri,Mammals,Endangered,Domestic,United States
Lucifer Hummingbird,Calothorax lucifer,Birds,Species of Concern,Domestic,
Lyon's pentachaeta,Pentachaeta lyonii,Flowering Plants,Endangered,Domestic,United States
Madagascar pochard,Aythya innotata,Birds,Endangered,Foreign,Madagascar
Madagascar radiated tortoise,Geochelone radiata,Reptiles,Endangered,Foreign,Madagascar
Madagascar red owl,Tyto soumagnei,Birds,Endangered,Foreign,Madagascar
Magnificent Frigatebird,Fregata magnificens,Birds,Species of Concern,Both Domestic and Foreign,
Malabar large-spotted civet,Viverra civettina (=megaspila c.),Mammals,Endangered,Foreign,India
Maleo megapode,Macrocephalon maleo,Birds,Endangered,Foreign,Indonesia
Mancos milk-vetch,Astragalus humillimus,Flowering Plants,Endangered,Domestic,United States
Mandrill,Mandrillus (=Papio) sphinx,Mammals,Endangered,Foreign,
Maned wolf,Chrysocyon brachyurus,Mammals,Endangered,Foreign,Uruguay
Maned wolf,Chrysocyon brachyurus,Mammals,Endangered,Foreign,Bolivia
Maned wolf,Chrysocyon brachyurus,Mammals,Endangered,Foreign,Brazil
Maned wolf,Chrysocyon brachyurus,Mammals,Endangered,Foreign,Argentina
Maned wolf,Chrysocyon brachyurus,Mammals,Endangered,Foreign,Paraguay
Mangrove Cuckoo,Coccyzus minor,Birds,Species of Concern,Domestic,
Manx Shearwater,Puffinus puffinus,Birds,Species of Concern,Domestic,
Many-colored Fruit-Dove,Ptilinopus perousii,Birds,Species of Concern,Both Domestic and Foreign,
Marbled cat,Pardofelis (=Felis) marmorata,Mammals,Endangered,Foreign,Indonesia
Marbled cat,Pardofelis (=Felis) marmorata,Mammals,Endangered,Foreign,Nepal
Marbled Godwit,Limosa fedoa,Birds,Species of Concern,Domestic,
Marbled murrelet,Brachyramphus marmoratus,Birds,Species of Concern,Both Domestic and Foreign,Canada
Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened,Domestic,United States
Margay,Leopardus (=Felis) wiedii,Mammals,Endangered,Both Domestic and Foreign,Mexico
Mariana fruit Bat (=Mariana flying fox),Pteropus mariannus mariannus,Mammals,Threatened,Domestic,United States
Mariana Kingfisher,Todiramphus albicilla,Birds,Species of Concern,Domestic,
Mariana mallard,Anas oustaleti,Birds,Extinction,Domestic,United States
Marine otter,Lontra (=Lutra) felina,Mammals,Endangered,Foreign,Peru
Masked bobwhite (quail),Colinus virginianus ridgwayi,Birds,Endangered,Both Domestic and Foreign,Mexico
Masked bobwhite (quail),Colinus virginianus ridgwayi,Birds,Endangered,Both Domestic and Foreign,United States
Masked Booby,Sula dactylatra,Birds,Species of Concern,Both Domestic and Foreign,
Masked Duck,Nomonyx dominicus,Birds,Species of Concern,Both Domestic and Foreign,
Mauritius fody,Foudia rubra,Birds,Endangered,Foreign,Mauritius
Mauritius kestrel,Falco punctatus,Birds,Endangered,Foreign,Mauritius
Mauritius parakeet,Psittacula echo,Birds,Endangered,Foreign,Mauritius
McCown's Longspur,Calcarius mccownii,Birds,Species of Concern,Domestic,
Mediterranean monk seal,Monachus monachus,Mammals,Endangered,Foreign,
Merlin,falco columbarius,Birds,Species of Concern,Domestic,
Mexican blindcat (catfish),Prietella phreatophila,Fishes,Endangered,Foreign,United States
Mexican blindcat (catfish),Prietella phreatophila,Fishes,Endangered,Foreign,Mexico
Mexican Chickadee,Poecile sclateri,Birds,Species of Concern,Both Domestic and Foreign,
Mexican Whip-poor-will,Antrostomus arizonae,Birds,Species of Concern,Both Domestic and Foreign,
Mexican wolf,Canis lupus baileyi,Mammals,Endangered,Both Domestic and Foreign,United States
Miami Blue Butterfly,Cyclargus (=Hemiargus) thomasi bethunebakeri,Insects,Endangered,Domestic,United States
Miccosukee gooseberry,Ribes echinellum,Flowering Plants,Threatened,Domestic,United States
Michaux's sumac,Rhus michauxii,Flowering Plants,Endangered,Domestic,United States
Mikado pheasant,Syrmaticus mikado,Birds,Endangered,Foreign,Taiwan
Minnesota dwarf trout lily,Erythronium propullans,Flowering Plants,Endangered,Domestic,United States
Mission blue butterfly,Icaricia icarioides missionensis,Insects,Endangered,Domestic,United States
Mississippi sandhill crane,Grus canadensis pulla,Birds,Endangered,Domestic,United States
Moapa dace,Moapa coriacea,Fishes,Endangered,Domestic,United States
Mona boa,Epicrates monensis monensis,Reptiles,Threatened,Domestic,Puerto Rico
Mona boa,Epicrates monensis monensis,Reptiles,Threatened,Domestic,United States
Mona ground Iguana,Cyclura stejnegeri,Reptiles,Threatened,Domestic,Puerto Rico
Mona ground Iguana,Cyclura stejnegeri,Reptiles,Threatened,Domestic,United States
Mongolian saiga (antelope),Saiga tatarica mongolica,Mammals,Endangered,Foreign,Mongolia
Monte Verde golden toad,Bufo periglenes,Amphibians,Endangered,Foreign,Costa Rica
Morro manzanita,Arctostaphylos morroensis,Flowering Plants,Threatened,Domestic,United States
Mountain tapir,Tapirus pinchaque,Mammals,Endangered,Foreign,Venezuela
Mountain tapir,Tapirus pinchaque,Mammals,Endangered,Foreign,Peru
Mountain tapir,Tapirus pinchaque,Mammals,Endangered,Foreign,Ecuador
Mountain tapir,Tapirus pinchaque,Mammals,Endangered,Foreign,Colombia
Mountain yellow-legged frog,Rana muscosa,Amphibians,Endangered,Domestic,United States
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,Myanmar (Burma)
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,Afghanistan
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,Nepal
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,Bhutan
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,Pakistan
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,China
Musk deer,Moschus spp. (all species),Mammals,Endangered,Foreign,India
Myrtle's silverspot butterfly,Speyeria zerene myrtleae,Insects,Endangered,Domestic,United States
Nashville warbler,vermivora ruficapilla,Birds,Species of Concern,Domestic,
Nelson's checker-mallow,Sidalcea nelsoniana,Flowering Plants,Threatened,Domestic,United States
Nelson's Sparrow,Ammodramus nelsoni,Birds,Species of Concern,Domestic,
New Holland mouse,Pseudomys novaehollandiae,Mammals,Endangered,Foreign,Australia
New Mexico meadow jumping mouse,Zapus hudsonius luteus,Mammals,Endangered,Domestic,United States
New Zealand shore plover,Thinornis novaeseelandiae,Birds,Endangered,Foreign,New Zealand
Niangua darter,Etheostoma nianguae,Fishes,Threatened,Domestic,United States
Nihoa millerbird (old world warbler),Acrocephalus familiaris kingi,Birds,Endangered,Domestic,United States
Nile crocodile,Crocodylus niloticus,Reptiles,Threatened,Foreign,
No common name,Aristida chaseae,Flowering Plants,Endangered,Domestic,Puerto Rico
No common name,Aristida chaseae,Flowering Plants,Endangered,Domestic,United States
No common name,Chamaecrista glandulosa var. mirabilis,Flowering Plants,Endangered,Domestic,United States
No common name,Chamaecrista glandulosa var. mirabilis,Flowering Plants,Endangered,Domestic,Puerto Rico
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,Cuba
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,Puerto Rico
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,Dominican Republic
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,Guadeloupe
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,United States
No common name,Lepanthes eltoroensis,Flowering Plants,Endangered,Domestic,United States
No common name,Lepanthes eltoroensis,Flowering Plants,Endangered,Domestic,Puerto Rico
No common name,Lyonia truncata var. proctorii,Flowering Plants,Endangered,Domestic,Puerto Rico
No common name,Lyonia truncata var. proctorii,Flowering Plants,Endangered,Domestic,United States
No common name,Schoepfia arenaria,Flowering Plants,Threatened,Domestic,Puerto Rico
No common name,Schoepfia arenaria,Flowering Plants,Threatened,Domestic,United States
No common name,Vernonia proctorii,Flowering Plants,Endangered,Domestic,United States
No common name,Vernonia proctorii,Flowering Plants,Endangered,Domestic,Puerto Rico
Noel's Amphipod,Gammarus desperatus,Crustaceans,Endangered,Domestic,United States
Noisy scrub-bird,Atrichornis clamosus,Birds,Endangered,Foreign,Australia
Nordmann's greenshank,Tringa guttifer,Birds,Endangered,Foreign,Japan
Norfolk Island parakeet,Cyanoramphus cookii (=novaezelandiae c.),Birds,Endangered,Foreign,Norfolk Island
Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened,Domestic,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,United States
Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered,Both Domestic and Foreign,Mexico
Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered,Both Domestic and Foreign,United States
Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered,Both Domestic and Foreign,Guatemala
Northern bald ibis,Geronticus eremita,Birds,Endangered,Foreign,
Northern Fulmar,Fulmarus glacialis,Birds,Species of Concern,Domestic,
Northern Gannet,Morus bassanus,Birds,Species of Concern,Domestic,
Northern Idaho Ground Squirrel,Urocitellus brunneus,Mammals,Threatened,Domestic,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,United States
Northern Mexican gartersnake,Thamnophis eques megalops,Reptiles,Threatened,Both Domestic and Foreign,United States
Northern Mexican gartersnake,Thamnophis eques megalops,Reptiles,Threatened,Both Domestic and Foreign,Mexico
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,United States
Northern Saw-whet Owl,Aegolius acadicus acadicus,Birds,Species of Concern,Both Domestic and Foreign,
Northern spotted owl,Strix occidentalis caurina,Birds,Threatened,Both Domestic and Foreign,United States
Northern spotted owl,Strix occidentalis caurina,Birds,Threatened,Both Domestic and Foreign,Canada
Northern swift fox,Vulpes velox hebes,Mammals,Endangered,Foreign,Canada
Northern wild monkshood,Aconitum noveboracense,Flowering Plants,Threatened,Domestic,United States
North Park phacelia,Phacelia formosula,Flowering Plants,Endangered,Domestic,United States
Numbat,Myrmecobius fasciatus,Mammals,Endangered,Foreign,Australia
Nuttall's Woodpecker,Picoides nuttallii,Birds,Species of Concern,Domestic,
Oahu 'Amakihi,Hemignathus flavus,Birds,Species of Concern,Domestic,
Oahu elepaio,Chasiempis ibidis,Birds,Endangered,Domestic,United States
Oak Titmouse,Baeolophus inornatus,Birds,Species of Concern,Domestic,
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,Mexico
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,United States
Ocelot,Leopardus (=Felis) pardalis,Mammals,Endangered,Both Domestic and Foreign,Mexico
Ocelot,Leopardus (=Felis) pardalis,Mammals,Endangered,Both Domestic and Foreign,United States
Okaloosa darter,Etheostoma okaloosae,Fishes,Threatened,Domestic,United States
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Cape Verde
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Cuba
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Guatemala
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Cameroon
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Colombia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Philippines
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Vietnam
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Sri Lanka
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Iran
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Suriname
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Bangladesh
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,United States
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Chile
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Nicaragua
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Morocco
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Mozambique
