common_name,scientific_name,species_group,esa_status,foreign_or_domestic,state,state_abbr,country
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Massachusetts,MA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,New York,NY,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Massachusetts,MA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Texas,TX,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Virginia,VA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Kentucky,KY,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Kansas,KS,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Puerto Rico,PR,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Minnesota,MN,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Pennsylvania,PA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Maryland,MD,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Virgin Islands,VI,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Colorado,CO,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Delaware,DE,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Illinois,IL,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Mississippi,MS,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,West Virginia,WV,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Oklahoma,OK,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Florida,FL,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Tennessee,TN,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Georgia,GA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Ohio,OH,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Arkansas,AR,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Vermont,VT,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Rhode Island,RI,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Alabama,AL,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Nebraska,NE,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Michigan,MI,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Indiana,IN,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Louisiana,LA,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,South Carolina,SC,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,New Jersey,NJ,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,New Hampshire,NH,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Connecticut,CT,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Wisconsin,WI,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,Missouri,MO,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,New Mexico,NM,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,North Carolina,NC,United States
Eastern Hellbender Missouri DPS,Cryptobranchus alleganiensis alleganiensis,Amphibians,Endangered,Domestic,Missouri,MO,United States
Eastern indigo snake,Drymarchon corais couperi,Reptiles,Threatened,Domestic,Georgia,GA,United States
Eastern indigo snake,Drymarchon corais couperi,Reptiles,Threatened,Domestic,Alabama,AL,United States
Eastern indigo snake,Drymarchon corais couperi,Reptiles,Threatened,Domestic,Florida,FL,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Ohio,OH,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,New York,NY,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Wisconsin,WI,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Indiana,IN,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Pennsylvania,PA,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Iowa,IA,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Illinois,IL,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Michigan,MI,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Arkansas,AR,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Virginia,VA,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Maine,ME,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Ohio,OH,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Michigan,MI,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Indiana,IN,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Missouri,MO,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Wisconsin,WI,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Pennsylvania,PA,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,West Virginia,WV,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Minnesota,MN,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Illinois,IL,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Iowa,IA,United States
Elfin-woods warbler,Setophaga angelae,Birds,Threatened,Domestic,Puerto Rico,PR,United States
El Segundo blue butterfly,Euphilotes battoides allyni,Insects,Endangered,Domestic,California,CA,United States
Eskimo curlew,Numenius borealis,Birds,Endangered,Both Domestic and Foreign,Alaska,AK,United States
Eskimo curlew,Numenius borealis,Birds,Endangered,Both Domestic and Foreign,Nebraska,NE,United States
Eskimo curlew,Numenius borealis,Birds,Endangered,Both Domestic and Foreign,Texas,TX,United States
Everglade snail kite,Rostrhamus sociabilis plumbeus,Birds,Endangered,Both Domestic and Foreign,Florida,FL,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Ohio,OH,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Virginia,VA,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Kentucky,KY,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,West Virginia,WV,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Illinois,IL,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Indiana,IN,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Alabama,AL,United States
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,Tennessee,TN,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Mississippi,MS,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Indiana,IN,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Louisiana,LA,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Missouri,MO,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Tennessee,TN,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Arkansas,AR,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Kentucky,KY,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,Illinois,IL,United States
Fat threeridge (mussel),Amblema neislerii,Clams,Endangered,Domestic,Georgia,GA,United States
Fat threeridge (mussel),Amblema neislerii,Clams,Endangered,Domestic,Florida,FL,United States
Fender's blue butterfly,Icaricia icarioides fenderi,Insects,Endangered,Domestic,Oregon,OR,United States
Finerayed pigtoe,Fusconaia cuneolus,Clams,Endangered,Domestic,Tennessee,TN,United States
Finerayed pigtoe,Fusconaia cuneolus,Clams,Endangered,Domestic,Alabama,AL,United States
Finerayed pigtoe,Fusconaia cuneolus,Clams,Endangered,Domestic,Virginia,VA,United States
Flattened musk turtle,Sternotherus depressus,Reptiles,Threatened,Domestic,Alabama,AL,United States
Florida bonneted bat,Eumops floridanus,Mammals,Endangered,Domestic,Florida,FL,United States
Florida grasshopper sparrow,Ammodramus savannarum floridanus,Birds,Endangered,Domestic,Florida,FL,United States
Florida panther,Puma (=Felis) concolor coryi,Mammals,Endangered,Domestic,Florida,FL,United States
Florida salt marsh vole,Microtus pennsylvanicus dukecampbelli,Mammals,Endangered,Domestic,Florida,FL,United States
Florida scrub-jay,Aphelocoma coerulescens,Birds,Threatened,Domestic,Florida,FL,United States
Fluted kidneyshell,Ptychobranchus subtentus,Clams,Endangered,Domestic,Virginia,VA,United States
Fluted kidneyshell,Ptychobranchus subtentus,Clams,Endangered,Domestic,Tennessee,TN,United States
Fluted kidneyshell,Ptychobranchus subtentus,Clams,Endangered,Domestic,Kentucky,KY,United States
Flying earwig Hawaiian damselfly,Megalagrion nesiotes,Insects,Endangered,Domestic,Hawaii,HI,United States
Fountain darter,Etheostoma fonticola,Fishes,Endangered,Domestic,Texas,TX,United States
Fringed campion,Silene polypetala,Flowering Plants,Endangered,Domestic,Georgia,GA,United States
Fringed campion,Silene polypetala,Flowering Plants,Endangered,Domestic,Florida,FL,United States
Fulvous whistling duck,Dendrocygna bicolor,Birds,Species of Concern,Both Domestic and Foreign,Arizona,AZ,United States
Fulvous whistling duck,Dendrocygna bicolor,Birds,Species of Concern,Both Domestic and Foreign,California,CA,United States
Gentner's Fritillary,Fritillaria gentneri,Flowering Plants,Endangered,Domestic,Oregon,OR,United States
Gentner's Fritillary,Fritillaria gentneri,Flowering Plants,Endangered,Domestic,California,CA,United States
Georgetown Salamander,Eurycea naufragia,Amphibians,Threatened,Domestic,Texas,TX,United States
Giant garter snake,Thamnophis gigas,Reptiles,Threatened,Domestic,California,CA,United States
Gierisch mallow,Sphaeralcea gierischii,Flowering Plants,Endangered,Domestic,Arizona,AZ,United States
Gierisch mallow,Sphaeralcea gierischii,Flowering Plants,Endangered,Domestic,Utah,UT,United States
Gila trout,Oncorhynchus gilae,Fishes,Threatened,Domestic,New Mexico,NM,United States
Gila trout,Oncorhynchus gilae,Fishes,Threatened,Domestic,Arizona,AZ,United States
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,Texas,TX,United States
Golden eagle,Aquila chrysaetos,Birds,Species of Concern,Domestic,Texas,TX,United States
Golden eagle,Aquila chrysaetos,Birds,Species of Concern,Domestic,Montana,MT,United States
golden paintbrush,Castilleja levisecta,Flowering Plants,Threatened,Both Domestic and Foreign,Washington,WA,United States
golden paintbrush,Castilleja levisecta,Flowering Plants,Threatened,Both Domestic and Foreign,Oregon,OR,United States
Goldline darter,Percina aurolineata,Fishes,Threatened,Domestic,Tennessee,TN,United States
Goldline darter,Percina aurolineata,Fishes,Threatened,Domestic,Georgia,GA,United States
Goldline darter,Percina aurolineata,Fishes,Threatened,Domestic,Alabama,AL,United States
Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened,Domestic,Alabama,AL,United States
Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened,Domestic,Mississippi,MS,United States
Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened,Domestic,Louisiana,LA,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Arkansas,AR,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Tennessee,TN,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Missouri,MO,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Kentucky,KY,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,West Virginia,WV,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Virginia,VA,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Georgia,GA,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Oklahoma,OK,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Illinois,IL,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Mississippi,MS,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Indiana,IN,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Florida,FL,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,North Carolina,NC,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Alabama,AL,United States
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,Kansas,KS,United States
Greenback Cutthroat trout,Oncorhynchus clarkii stomias,Fishes,Threatened,Domestic,Utah,UT,United States
Greenback Cutthroat trout,Oncorhynchus clarkii stomias,Fishes,Threatened,Domestic,Colorado,CO,United States
Green pitcher-plant,Sarracenia oreophila,Flowering Plants,Endangered,Domestic,North Carolina,NC,United States
Green pitcher-plant,Sarracenia oreophila,Flowering Plants,Endangered,Domestic,Georgia,GA,United States
Green pitcher-plant,Sarracenia oreophila,Flowering Plants,Endangered,Domestic,Alabama,AL,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,South Carolina,SC,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,Virginia,VA,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,Texas,TX,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,North Carolina,NC,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,Florida,FL,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Northern Mariana Islands,MP,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Guam,GU,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Palau,PW,United States
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,Hawaii,HI,United States
Grizzly bear,Ursus arctos horribilis,Mammals,Threatened,Domestic,Montana,MT,United States
Grizzly bear,Ursus arctos horribilis,Mammals,Threatened,Domestic,Wyoming,WY,United States
Grizzly bear,Ursus arctos horribilis,Mammals,Threatened,Domestic,Washington,WA,United States
Grizzly bear,Ursus arctos horribilis,Mammals,Threatened,Domestic,Idaho,ID,United States
Guajon,Eleutherodactylus cooki,Amphibians,Threatened,Domestic,Puerto Rico,PR,United States
Gulf Coast jaguarundi,Herpailurus (=Felis) yagouaroundi cacomitli,Mammals,Endangered,Both Domestic and Foreign,Texas,TX,United States
Gulf moccasinshell,Medionidus penicillatus,Clams,Endangered,Domestic,Florida,FL,United States
Gulf moccasinshell,Medionidus penicillatus,Clams,Endangered,Domestic,Alabama,AL,United States
Gulf moccasinshell,Medionidus penicillatus,Clams,Endangered,Domestic,Georgia,GA,United States
Gunnison sage-grouse,Centrocercus minimus,Birds,Threatened,Domestic,Utah,UT,United States
Gunnison sage-grouse,Centrocercus minimus,Birds,Threatened,Domestic,Colorado,CO,United States
Guyandotte River crayfish,Cambarus veteranus,Crustaceans,Endangered,Domestic,West Virginia,WV,United States
Harper's beauty,Harperocallis flava,Flowering Plants,Endangered,Domestic,Florida,FL,United States
Hawaii akepa,Loxops coccineus,Birds,Endangered,Domestic,Hawaii,HI,United States
Hawaiian coot,Fulica americana alai,Birds,Endangered,Domestic,Hawaii,HI,United States
Hawaiian goose,Branta (=Nesochen) sandvicensis,Birds,Threatened,Domestic,Hawaii,HI,United States
Hawaiian hoary bat,Lasiurus cinereus semotus,Mammals,Endangered,Domestic,Hawaii,HI,United States
Hawaiian (=koloa) Duck,Anas wyvilliana,Birds,Endangered,Domestic,Hawaii,HI,United States
Hawaiian stilt,Himantopus mexicanus knudseni,Birds,Endangered,Domestic,Hawaii,HI,United States
Hawaiian vetch,Vicia menziesii,Flowering Plants,Endangered,Domestic,Hawaii,HI,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,New York,NY,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Texas,TX,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Massachusetts,MA,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Virginia,VA,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Puerto Rico,PR,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,New Jersey,NJ,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,New Hampshire,NH,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Hawaii,HI,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Alabama,AL,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Rhode Island,RI,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Louisiana,LA,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Georgia,GA,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Maine,ME,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Mississippi,MS,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Florida,FL,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,North Carolina,NC,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Connecticut,CT,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Guam,GU,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Palau,PW,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,American Samoa,AS,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Delaware,DE,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Virgin Islands,VI,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Maryland,MD,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Northern Mariana Islands,MP,United States
Hell Creek Cave crayfish,Cambarus zophonastes,Crustaceans,Endangered,Domestic,Arkansas,AR,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,South Dakota,SD,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,Wisconsin,WI,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,Missouri,MO,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,Minnesota,MN,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,Iowa,IA,United States
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,Illinois,IL,United States
Higo Chumbo,Harrisia portoricensis,Flowering Plants,Threatened,Domestic,Puerto Rico,PR,United States
Higuero de sierra,Crescentia portoricensis,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered,Domestic,Illinois,IL,United States
Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered,Domestic,Wisconsin,WI,United States
Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered,Domestic,Michigan,MI,United States
Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered,Domestic,Missouri,MO,United States
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,Arizona,AZ,United States
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,Utah,UT,United States
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,Nevada,NV,United States
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,Wyoming,WY,United States
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,Colorado,CO,United States
Hungerford's crawling water Beetle,Brychius hungerfordi,Insects,Endangered,Both Domestic and Foreign,Michigan,MI,United States
`I`iwi,Drepanis coccinea,Birds,Threatened,Domestic,Hawaii,HI,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Pennsylvania,PA,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Iowa,IA,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Illinois,IL,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Mississippi,MS,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,North Carolina,NC,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Alabama,AL,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Michigan,MI,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Indiana,IN,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Missouri,MO,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Tennessee,TN,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Ohio,OH,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Georgia,GA,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Arkansas,AR,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Vermont,VT,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,New York,NY,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Kentucky,KY,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Virginia,VA,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,New Jersey,NJ,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,West Virginia,WV,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Connecticut,CT,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Oklahoma,OK,United States
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,Maryland,MD,United States
Indian Knob mountainbalm,Eriodictyon altissimum,Flowering Plants,Endangered,Domestic,California,CA,United States
Island marble Butterfly,Euchloe ausonides insulanus,Insects,Endangered,Domestic,Washington,WA,United States
Ivory-billed woodpecker,Campephilus principalis,Birds,Endangered,Both Domestic and Foreign,Arkansas,AR,United States
Jaguar,Panthera onca,Mammals,Endangered,Both Domestic and Foreign,New Mexico,NM,United States
Jaguar,Panthera onca,Mammals,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
James spinymussel,Pleurobema collina,Clams,Endangered,Domestic,North Carolina,NC,United States
James spinymussel,Pleurobema collina,Clams,Endangered,Domestic,West Virginia,WV,United States
James spinymussel,Pleurobema collina,Clams,Endangered,Domestic,Virginia,VA,United States
Jollyville Plateau Salamander,Eurycea tonkawae,Amphibians,Threatened,Domestic,Texas,TX,United States
June sucker,Chasmistes liorus,Fishes,Endangered,Domestic,Utah,UT,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Indiana,IN,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Ohio,OH,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Illinois,IL,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Minnesota,MN,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Wisconsin,WI,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,New Hampshire,NH,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,New York,NY,United States
Karner blue butterfly,Lycaeides melissa samuelis,Insects,Endangered,Both Domestic and Foreign,Michigan,MI,United States
Kauai cave wolf or pe'e pe'e maka 'ole spider,Adelocosa anops,Arachnids,Endangered,Domestic,Hawaii,HI,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Mississippi,MS,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,South Carolina,SC,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Virginia,VA,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Texas,TX,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Georgia,GA,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Alabama,AL,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Louisiana,LA,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,North Carolina,NC,United States
Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered,Both Domestic and Foreign,Florida,FL,United States
Key deer,Odocoileus virginianus clavium,Mammals,Endangered,Domestic,Florida,FL,United States
Key Largo woodrat,Neotoma floridana smalli,Mammals,Endangered,Domestic,Florida,FL,United States
Kincaid's Lupine,Lupinus sulphureus ssp. kincaidii,Flowering Plants,Threatened,Domestic,Washington,WA,United States
Kincaid's Lupine,Lupinus sulphureus ssp. kincaidii,Flowering Plants,Threatened,Domestic,Oregon,OR,United States
Knowlton's cactus,Pediocactus knowltonii,Flowering Plants,Endangered,Domestic,New Mexico,NM,United States
