"common_name","esa_status","species_group","country"
"San Diego black-tailed jackrabbit","Species of Concern","Mammals","United States"
"San Diego black-tailed jackrabbit","Species of Concern","Mammals","Mexico"
"San Diego button-celery","Endangered","Flowering Plants","United States"
"San Diego fairy shrimp","Endangered","Crustaceans","United States"
"San Diego mesa-mint","Endangered","Flowering Plants","United States"
"San Diego thornmint","Threatened","Flowering Plants","United States"
"San Diego thornmint","Threatened","Flowering Plants","Mexico"
"Sand skink","Threatened","Reptiles","United States"
"San Esteban Island chuckwalla","Endangered","Reptiles","Mexico"
"San Joaquin kit fox","Endangered","Mammals","United States"
"San Marcos salamander","Threatened","Amphibians","United States"
"Santa Ana sucker","Threatened","Fishes","United States"
"Santa Barbara song sparrow","Extinction","Birds","United States"
"Santa Monica Mountains dudleyea","Threatened","Flowering Plants","United States"
"Sclater's monal pheasant","Endangered","Birds","Myanmar (Burma)"
"Sclater's monal pheasant","Endangered","Birds","India"
"Sclater's monal pheasant","Endangered","Birds","China"
"Seabeach amaranth","Threatened","Flowering Plants","United States"
"Serow","Endangered","Mammals","Indonesia"
"Seychelles fody (weaver-finch)","Endangered","Birds","Seychelles"
"Seychelles kestrel","Endangered","Birds","Seychelles"
"Seychelles lesser vasa parrot","Endangered","Birds","Seychelles"
"Seychelles magpie-robin (thrush)","Endangered","Birds","Seychelles"
"Seychelles paradise flycatcher","Endangered","Birds","Seychelles"
"Seychelles scops owl","Endangered","Birds","Seychelles"
"Seychelles warbler (old world warbler)","Endangered","Birds","Seychelles"
"Sharp shinned hawk","Species of Concern","Birds","United States"
"Sheepnose Mussel","Endangered","Clams","United States"
"Shenandoah salamander","Endangered","Amphibians","United States"
"Shiny pigtoe","Endangered","Clams","United States"
"Shinyrayed pocketbook","Endangered","Clams","United States"
"Shortnose Sucker","Endangered","Fishes","United States"
"Shortridge's mouse","Endangered","Mammals","Australia"
"Short's goldenrod","Endangered","Flowering Plants","United States"
"Short-tailed albatross","Endangered","Birds","Japan"
"Short-tailed albatross","Endangered","Birds","Russia"
"Short-tailed albatross","Endangered","Birds","United States"
"Short-tailed albatross","Endangered","Birds","Taiwan"
"Showy Indian clover","Endangered","Flowering Plants","United States"
"Siamang","Endangered","Mammals","Malaysia"
"Siamang","Endangered","Mammals","Indonesia"
"Siberian white Crane","Endangered","Birds","Russia"
"Siberian white Crane","Endangered","Birds","China"
"Siberian white Crane","Endangered","Birds","Iran"
"Siberian white Crane","Endangered","Birds","India"
"Sierra Nevada bighorn sheep","Endangered","Mammals","United States"
"Sifakas","Endangered","Mammals","Madagascar"
"Slabside Pearlymussel","Endangered","Clams","United States"
"Slender chub","Threatened","Fishes","United States"
"Slender-horned gazelle","Endangered","Mammals","Sudan"
"Slender-horned gazelle","Endangered","Mammals","Algeria"
"Slender-horned gazelle","Endangered","Mammals","Egypt"
"Slender-horned gazelle","Endangered","Mammals","Libya"
"Sneed pincushion cactus","Endangered","Flowering Plants","United States"
"Solitary tinamou","Endangered","Birds","Brazil"
"Solitary tinamou","Endangered","Birds","Paraguay"
"Solitary tinamou","Endangered","Birds","Argentina"
"Song Sparrow","Species of Concern","Birds","United States"
"Song Sparrow","Species of Concern","Birds","United States"
"Song Sparrow","Species of Concern","Birds","United States"
"Sonora chub","Threatened","Fishes","Mexico"
"Sonora chub","Threatened","Fishes","United States"
"Sonoran pronghorn","Endangered","Mammals","United States"
"Sonoran pronghorn","Endangered","Mammals","Mexico"
"South American (=Brazilian) tapir","Endangered","Mammals","Colombia"
"South American (=Brazilian) tapir","Endangered","Mammals","Argentina"
"South American (=Brazilian) tapir","Endangered","Mammals","Paraguay"
"South American (=Brazilian) tapir","Endangered","Mammals","Venezuela"
"Southeastern American kestrel","Species of Concern","Birds","United States"
"Southeastern beach mouse","Threatened","Mammals","United States"
"Southern clubshell","Endangered","Clams","United States"
"Southern combshell","Endangered","Clams","United States"
"Southern mountain wild-buckwheat","Threatened","Flowering Plants","United States"
"Southern pigtoe","Endangered","Clams","United States"
"Southern river otter","Endangered","Mammals","Chile"
"Southern river otter","Endangered","Mammals","Argentina"
"Southern sandshell","Threatened","Clams","United States"
"Southern sea otter","Threatened","Mammals","Mexico"
"Southern sea otter","Threatened","Mammals","United States"
"Southwestern willow flycatcher","Endangered","Birds","United States"
"Southwestern willow flycatcher","Endangered","Birds","Mexico"
"Spanish imperial eagle","Endangered","Birds","Morocco"
"Spanish imperial eagle","Endangered","Birds","Spain"
"Spanish imperial eagle","Endangered","Birds","Algeria"
"Spectacled eider","Threatened","Birds","Russia"
"Spectacled eider","Threatened","Birds","United States"
"Spotted Towhee","Species of Concern","Birds","United States"
"Spreading avens","Endangered","Flowering Plants","United States"
"Spreading navarretia","Threatened","Flowering Plants","Mexico"
"Spreading navarretia","Threatened","Flowering Plants","United States"
"Spring-loving centaury","Threatened","Flowering Plants","United States"
"Staghorn coral","Threatened","Corals","Colombia"
"Staghorn coral","Threatened","Corals","Costa Rica"
"Staghorn coral","Threatened","Corals","Panama"
"Staghorn coral","Threatened","Corals","Mexico"
"Staghorn coral","Threatened","Corals","Venezuela"
"Staghorn coral","Threatened","Corals","Guatemala"
"Staghorn coral","Threatened","Corals","Nicaragua"
"Staghorn coral","Threatened","Corals","Belize"
"Staghorn coral","Threatened","Corals","Honduras"
"St. Croix ground lizard","Endangered","Reptiles","United States"
"St. Croix ground lizard","Endangered","Reptiles","U.S. Virgin Islands"
"Steller sea lion","Endangered","Mammals","Russia"
"Steller's Eider","Threatened","Birds","United States"
"Steller's Eider","Threatened","Birds","Russia"
"Stephens' kangaroo rat","Endangered","Mammals","United States"
"St. Francis River Crayfish","Threatened","Crustaceans","United States"
"Stick-nest rat","Endangered","Mammals","Australia"
"St. Lucia parrot","Endangered","Birds","Saint Lucia"
"Streaked Horned lark","Threatened","Birds","United States"
"Suwannee moccasinshell","Threatened","Clams","United States"
"Swamp pink","Threatened","Flowering Plants","United States"
"Swinhoe's pheasant","Endangered","Birds","Taiwan"
"Tahiti flycatcher","Endangered","Birds","French Polynesia"
"Tampico pearlymussel","Endangered","Clams","Mexico"
"Tan riffleshell","Endangered","Clams","United States"
"Tar River spinymussel","Endangered","Clams","United States"
"Tasmanian forester kangaroo","Endangered","Mammals","Australia"
"Tasmanian tiger","Endangered","Mammals","Australia"
"Taylor's (=whulge) Checkerspot","Endangered","Insects","United States"
"Telephus spurge","Threatened","Flowering Plants","United States"
"Texas blind salamander","Endangered","Amphibians","United States"
"Texas wild-rice","Endangered","Flowering Plants","United States"
"Thick-billed parrot","Endangered","Birds","Mexico"
"Thread-leaved brodiaea","Threatened","Flowering Plants","United States"
"Three Forks Springsnail","Endangered","Snails","United States"
"Tobusch fishhook cactus","Threatened","Flowering Plants","United States"
"Tomistoma","Endangered","Reptiles","Malaysia"
"Tomistoma","Endangered","Reptiles","Indonesia"
"Topeka shiner","Endangered","Fishes","United States"
"Toque macaque","Threatened","Mammals","Sri Lanka"
"Turks and Caicos iguana","Threatened","Reptiles","Turks and Caicos Islands"
"Unarmored threespine stickleback","Endangered","Fishes","United States"
"Urial","Endangered","Mammals","Cyprus"
"Uvillo","Endangered","Flowering Plants","United States"
"Uvillo","Endangered","Flowering Plants","Puerto Rico"
"Vahl's boxwood","Endangered","Flowering Plants","United States"
"Vahl's boxwood","Endangered","Flowering Plants","U.S. Virgin Islands"
"Vahl's boxwood","Endangered","Flowering Plants","Puerto Rico"
"Valley elderberry longhorn beetle","Threatened","Insects","United States"
"Virginia big-eared bat","Endangered","Mammals","United States"
"Virginia round-leaf birch","Threatened","Flowering Plants","United States"
"Virgin Islands tree boa","Endangered","Reptiles","Puerto Rico"
"Virgin Islands tree boa","Endangered","Reptiles","U.S. Virgin Islands"
"Virgin Islands tree boa","Endangered","Reptiles","British Virgin Islands"
"Virgin Islands tree boa","Endangered","Reptiles","United States"
"Volcano rabbit","Endangered","Mammals","Mexico"
"Watling Island ground iguana","Endangered","Reptiles","Bahamas"
"Western burrowing owl","Species of Concern","Birds","United States"
"Western burrowing owl","Species of Concern","Birds","Mexico"
"Western burrowing owl","Species of Concern","Birds","Canada"
"Western giant eland","Endangered","Mammals","Ivory Coast"
"Western giant eland","Endangered","Mammals","Senegal"
"Western mouse","Endangered","Mammals","Australia"
"Western prairie fringed Orchid","Threatened","Flowering Plants","Canada"
"Western prairie fringed Orchid","Threatened","Flowering Plants","United States"
"Western snowy plover","Threatened","Birds","United States"
"Western snowy plover","Threatened","Birds","Mexico"
"Western tragopan pheasant","Endangered","Birds","India"
"Western tragopan pheasant","Endangered","Birds","Pakistan"
"West Indian Manatee","Threatened","Mammals","Brazil"
"West Indian Manatee","Threatened","Mammals","French Guiana"
"West Indian Manatee","Threatened","Mammals","Jamaica"
"West Indian Manatee","Threatened","Mammals","Bahamas"
"West Indian Manatee","Threatened","Mammals","Guyana"
"West Indian Manatee","Threatened","Mammals","Costa Rica"
"West Indian Manatee","Threatened","Mammals","Trinidad and Tobago"
"West Indian Manatee","Threatened","Mammals","Mexico"
"West Indian Manatee","Threatened","Mammals","El Salvador"
"West Indian Manatee","Threatened","Mammals","Puerto Rico"
"West Indian Manatee","Threatened","Mammals","Panama"
"West Indian Manatee","Threatened","Mammals","Venezuela"
"West Indian Manatee","Threatened","Mammals","Belize"
"West Indian Manatee","Threatened","Mammals","Colombia"
"West Indian Manatee","Threatened","Mammals","Nicaragua"
"West Indian Manatee","Threatened","Mammals","Guatemala"
"West Indian Manatee","Threatened","Mammals","Cuba"
"West Indian Manatee","Threatened","Mammals","Haiti"
"West Indian Manatee","Threatened","Mammals","Dominican Republic"
"West Indian Manatee","Threatened","Mammals","U.S. Virgin Islands"
"West Indian Manatee","Threatened","Mammals","United States"
"West Indian Manatee","Threatened","Mammals","Honduras"
"West Indian whistling duck","Species of Concern","Birds","United States"
"White catspaw (pearlymussel)","Endangered","Clams","United States"
"White Cay ground iguana","Threatened","Reptiles","Bahamas"
"White-crowned pigeon","Species of Concern","Birds","United States"
"White eared pheasant","Endangered","Birds","India"
"White eared pheasant","Endangered","Birds","China"
"White-faced ibis","Species of Concern","Birds","United States"
"White-faced ibis","Species of Concern","Birds","Mexico"
"White fringeless orchid","Threatened","Flowering Plants","United States"
"White-naped Crane","Endangered","Birds","Mongolia"
"White-necked crow","Endangered","Birds","Dominican Republic"
"White-necked crow","Endangered","Birds","Haiti"
"White sturgeon","Endangered","Fishes","United States"
"White sturgeon","Endangered","Fishes","Canada"
"White-winged wood duck","Endangered","Birds","Indonesia"
"White-winged wood duck","Endangered","Birds","Thailand"
"White-winged wood duck","Endangered","Birds","India"
"White-winged wood duck","Endangered","Birds","Malaysia"
"Whooping crane","Endangered","Birds","United States"
"Whooping crane","Endangered","Birds","Canada"
"Willowy monardella","Endangered","Flowering Plants","Mexico"
"Willowy monardella","Endangered","Flowering Plants","United States"
"Winged Mapleleaf","Endangered","Clams","United States"
"Wood Bison","Threatened","Mammals","United States"
"Wood Bison","Threatened","Mammals","Canada"
"Woodland Caribou","Endangered","Mammals","United States"
"Woodland Caribou","Endangered","Mammals","Canada"
"Wood stork","Threatened","Birds","United States"
"Woundfin","Endangered","Fishes","United States"
"Wyoming Toad","Endangered","Amphibians","United States"
"Yacare Caiman","Threatened","Reptiles","Argentina"
"Yacare Caiman","Threatened","Reptiles","Bolivia"
"Yacare Caiman","Threatened","Reptiles","Brazil"
"Yacare Caiman","Threatened","Reptiles","Peru"
"Yellow-billed Cuckoo","Threatened","Birds","Mexico"
"Yellow-billed Cuckoo","Threatened","Birds","Canada"
"Yellow-billed Cuckoo","Threatened","Birds","United States"
"Yellow blossom (pearlymussel)","Endangered","Clams","United States"
"Yellowcheek Darter","Endangered","Fishes","United States"
"Yellow lampmussel","Species of Concern","Clams","United States"
"Yellow lampmussel","Species of Concern","Clams","Canada"
"Yellow-shouldered blackbird","Endangered","Birds","United States"
"Yellow-shouldered blackbird","Endangered","Birds","Puerto Rico"
"Yuma Ridgways (clapper) rail","Endangered","Birds","United States"
"Zanzibar red colobus monkey","Endangered","Mammals","Tanzania"
"Zanzibar suni","Endangered","Mammals","Tanzania"
